u,v,pen
0.03523,-0.02508,1
0.03514,-0.02725,1
0.03505,-0.02943,1
0.03506,-0.02943,1
0.03518,-0.02725,1
0.03530,-0.02508,1
0.03542,-0.02290,1
0.03542,-0.02290,0
0.00026,-0.02207,0
0.00026,-0.02207,1
-0.00151,-0.02321,1
-0.00328,-0.02435,1
-0.00505,-0.02550,1
-0.00683,-0.02664,1
-0.00860,-0.02778,1
-0.01037,-0.02893,1
-0.01214,-0.03007,1
-0.01206,-0.03003,1
-0.01029,-0.02889,1
-0.00851,-0.02775,1
-0.00674,-0.02662,1
-0.00496,-0.02548,1
-0.00319,-0.02434,1
-0.00141,-0.02320,1
0.00037,-0.02207,1
0.00037,-0.02207,0
0.04199,-0.02196,0
0.04199,-0.02196,1
0.04199,-0.02207,1
0.04199,-0.02207,0
0.01257,-0.02144,0
0.01257,-0.02144,1
0.01470,-0.02286,1
0.01268,-0.02154,1
0.01268,-0.02154,0
-0.04836,-0.02081,0
-0.04836,-0.02081,1
-0.04652,-0.02184,1
-0.04825,-0.02081,1
-0.04825,-0.02081,0
0.03855,-0.02071,0
0.03855,-0.02071,1
0.03855,-0.02081,1
0.03855,-0.02081,0
-0.03918,-0.01956,0
-0.03918,-0.01956,1
-0.04104,-0.02030,1
-0.04290,-0.02103,1
-0.04477,-0.02177,1
-0.04663,-0.02251,1
-0.04676,-0.02256,1
-0.04489,-0.02184,1
-0.04302,-0.02111,1
-0.04115,-0.02039,1
-0.03928,-0.01967,1
-0.03928,-0.01967,0
0.03824,-0.01737,0
0.03824,-0.01737,1
0.03834,-0.01737,1
0.03834,-0.01737,0
0.08832,-0.01591,0
0.08832,-0.01591,1
0.08914,-0.01787,1
0.08997,-0.01982,1
0.09080,-0.02177,1
0.09084,-0.02187,1
0.09000,-0.01991,1
0.08916,-0.01796,1
0.08832,-0.01601,1
0.08832,-0.01601,0
0.02248,-0.01362,0
0.02248,-0.01362,1
0.02465,-0.01465,1
0.02682,-0.01568,1
0.02475,-0.01467,1
0.02259,-0.01362,1
0.02259,-0.01362,0
0.01320,-0.01007,0
0.01320,-0.01007,1
0.01320,-0.01017,1
0.01320,-0.01017,0
0.00725,-0.00412,0
0.00725,-0.00412,1
0.00782,-0.00639,1
0.00839,-0.00866,1
0.00783,-0.00649,1
0.00725,-0.00423,1
0.00725,-0.00423,0
-0.00767,-0.00224,0
-0.00767,-0.00224,1
-0.00941,-0.00350,1
-0.01115,-0.00476,1
-0.01288,-0.00602,1
-0.01281,-0.00598,1
-0.01106,-0.00473,1
-0.00931,-0.00349,1
-0.00756,-0.00224,1
-0.00756,-0.00224,0
0.03751,-0.00120,0
0.03751,-0.00120,1
0.03527,-0.00211,1
0.03740,-0.00130,1
0.03740,-0.00130,0
0.02217,0.00078,0
0.02217,0.00078,1
0.02227,0.00078,1
0.02227,0.00078,0
0.01601,0.00224,0
0.01601,0.00224,1
0.01601,0.00214,1
0.01601,0.00214,0
0.03730,0.00819,0
0.03730,0.00819,1
0.03740,0.00819,1
0.03740,0.00819,0
0.02958,0.01111,0
0.02958,0.01111,1
0.03153,0.00968,1
0.02968,0.01111,1
0.02968,0.01111,0
0.03542,0.01299,0
0.03542,0.01299,1
0.03552,0.01288,1
0.03552,0.01288,0
0.00882,0.01341,0
0.00882,0.01341,1
0.00933,0.01144,1
0.00985,0.00947,1
0.01037,0.00751,1
0.00987,0.00937,1
0.00934,0.01134,1
0.00882,0.01330,1
0.00882,0.01330,0
0.02092,0.01414,0
0.02092,0.01414,1
0.02154,0.01223,1
0.02215,0.01032,1
0.02155,0.01213,1
0.02092,0.01403,1
0.02092,0.01403,0
0.05973,0.01560,0
0.05973,0.01560,1
0.06146,0.01444,1
0.06319,0.01329,1
0.06330,0.01321,1
0.06157,0.01435,1
0.05983,0.01549,1
0.05983,0.01549,0
-0.09844,0.01987,0
-0.09844,0.01987,1
-0.09833,0.01987,1
-0.09833,0.01987,0
0.00569,0.02405,0
0.00569,0.02405,1
0.00487,0.02128,1
0.00569,0.02394,1
0.00569,0.02394,0
0.04836,0.02447,0
0.04836,0.02447,1
0.04836,0.02436,1
0.04836,0.02436,0
0.01612,0.02478,0
0.01612,0.02478,1
0.01622,0.02467,1
0.01622,0.02467,0
0.01508,0.02520,0
0.01508,0.02520,1
0.01518,0.02520,1
0.01518,0.02520,0
0.05347,0.02718,0
0.05347,0.02718,1
0.05562,0.02681,1
0.05777,0.02643,1
0.05787,0.02642,1
0.05572,0.02680,1
0.05357,0.02718,1
0.05357,0.02718,0
0.04617,0.02822,0
0.04617,0.02822,1
0.04606,0.02812,1
0.04606,0.02812,0
0.04617,0.02833,0
0.04617,0.02833,1
0.04627,0.02833,1
0.04627,0.02833,0
0.00892,0.02968,0
0.00892,0.02968,1
0.00810,0.02774,1
0.00892,0.02958,1
0.00892,0.02958,0
0.00861,0.02989,0
0.00861,0.02989,1
0.00782,0.02792,1
0.00703,0.02594,1
0.00624,0.02397,1
0.00545,0.02199,1
0.00547,0.02202,1
0.00628,0.02399,1
0.00709,0.02596,1
0.00790,0.02792,1
0.00871,0.02989,1
0.00871,0.02989,0
0.00819,0.03177,0
0.00819,0.03177,1
0.00819,0.03166,1
0.00819,0.03166,0
0.04919,0.03469,0
0.04919,0.03469,1
0.05039,0.03266,1
0.05159,0.03063,1
0.05163,0.03055,1
0.05041,0.03257,1
0.04919,0.03459,1
0.04919,0.03459,0
0.05034,0.04199,0
0.05034,0.04199,1
0.04829,0.04094,1
0.04838,0.04096,1
0.05044,0.04199,1
0.05044,0.04199,0
0.01466,-0.05587,0
0.01466,-0.05587,1
0.01455,-0.05597,1
0.01455,-0.05597,0
0.05357,-0.05409,0
0.05357,-0.05409,1
0.05347,-0.05420,1
0.05347,-0.05420,0
0.08289,-0.05389,0
0.08289,-0.05389,1
0.08289,-0.05399,1
0.08289,-0.05399,0
0.03772,-0.04700,0
0.03772,-0.04700,1
0.03772,-0.04710,1
0.03772,-0.04710,0
0.00798,-0.04471,0
0.00798,-0.04471,1
0.00788,-0.04481,1
0.00788,-0.04481,0
0.00736,-0.04366,0
0.00736,-0.04366,1
0.00746,-0.04366,1
0.00746,-0.04366,0
0.05900,-0.03897,0
0.05900,-0.03897,1
0.05900,-0.03907,1
0.05900,-0.03907,0
-0.00099,-0.03730,0
-0.00099,-0.03730,1
-0.00089,-0.03730,1
-0.00089,-0.03730,0
0.08758,-0.03312,0
0.08758,-0.03312,1
0.08769,-0.03312,1
0.08769,-0.03312,0
0.09270,-0.02885,0
0.09270,-0.02885,1
0.09280,-0.02895,1
0.09280,-0.02895,0
0.03813,-0.01800,0
0.03813,-0.01800,1
0.03824,-0.01800,1
0.03824,-0.01800,0
0.03521,-0.01549,0
0.03521,-0.01549,1
0.03532,-0.01549,1
0.03532,-0.01549,0
0.03949,-0.01351,0
0.03949,-0.01351,1
0.03949,-0.01362,1
0.03949,-0.01362,0
0.01862,-0.01205,0
0.01862,-0.01205,1
0.01873,-0.01205,1
0.01873,-0.01205,0
0.03991,-0.01038,0
0.03991,-0.01038,1
0.03991,-0.01049,1
0.03991,-0.01049,0
0.00934,-0.00975,0
0.00934,-0.00975,1
0.00944,-0.00986,1
0.00944,-0.00986,0
0.01226,0.00621,0
0.01226,0.00621,1
0.01226,0.00610,1
0.01226,0.00610,0
0.01914,0.00840,0
0.01914,0.00840,1
0.01904,0.00829,1
0.01904,0.00829,0
0.01278,0.01487,0
0.01278,0.01487,1
0.01278,0.01476,1
0.01278,0.01476,0
0.00464,0.01518,0
0.00464,0.01518,1
0.00464,0.01508,1
0.00464,0.01508,0
-0.10000,0.02154,0
-0.10000,0.02154,1
-0.09990,0.02154,1
-0.09990,0.02154,0
0.05357,0.02353,0
0.05357,0.02353,1
0.05357,0.02342,1
0.05357,0.02342,0
0.05034,0.02447,0
0.05034,0.02447,1
0.05044,0.02447,1
0.05044,0.02447,0
0.04846,0.02457,0
0.04846,0.02457,1
0.04857,0.02447,1
0.04857,0.02447,0
0.01508,0.02509,0
0.01508,0.02509,1
0.01508,0.02499,1
0.01508,0.02499,0
0.05295,0.02655,0
0.05295,0.02655,1
0.05295,0.02645,1
0.05295,0.02645,0
0.05316,0.02666,0
0.05316,0.02666,1
0.05316,0.02655,1
0.05316,0.02655,0
0.01320,0.03813,0
0.01320,0.03813,1
0.01309,0.03803,1
0.01309,0.03803,0
0.01862,0.04074,0
0.01862,0.04074,1
0.01873,0.04074,1
0.01873,0.04074,0
0.05023,0.04585,0
0.05023,0.04585,1
0.05013,0.04575,1
0.05013,0.04575,0
