u,v,pen
-0.09178,-0.05396,1
-0.09059,-0.05233,1
-0.08940,-0.05071,1
-0.08808,-0.04919,1
-0.08671,-0.04771,1
-0.08535,-0.04623,1
-0.08398,-0.04475,1
-0.08261,-0.04327,1
-0.08122,-0.04183,1
-0.07961,-0.04061,1
-0.07801,-0.03939,1
-0.07641,-0.03817,1
-0.07480,-0.03696,1
-0.07320,-0.03574,1
-0.07159,-0.03452,1
-0.06999,-0.03330,1
-0.06839,-0.03208,1
-0.06839,-0.03208,0
0.00151,0.00694,0
0.00151,0.00694,1
0.00076,0.00532,1
-0.00083,0.00404,1
-0.00243,0.00277,1
-0.00402,0.00150,1
-0.00562,0.00022,1
-0.00721,-0.00105,1
-0.00880,-0.00232,1
-0.01040,-0.00359,1
-0.01217,-0.00460,1
-0.01399,-0.00551,1
-0.01581,-0.00642,1
-0.01766,-0.00728,1
-0.01959,-0.00794,1
-0.02152,-0.00860,1
-0.02345,-0.00926,1
-0.02538,-0.00992,1
-0.02731,-0.01058,1
-0.02908,-0.01120,1
-0.02707,-0.01083,1
-0.02506,-0.01047,1
-0.02306,-0.01010,1
-0.02105,-0.00973,1
-0.02215,-0.01004,1
-0.02412,-0.01055,1
-0.02610,-0.01101,1
-0.02814,-0.01101,1
-0.02738,-0.01055,1
-0.02544,-0.00990,1
-0.02351,-0.00925,1
-0.02158,-0.00860,1
-0.01964,-0.00795,1
-0.01771,-0.00730,1
-0.01584,-0.00649,1
-0.01402,-0.00557,1
-0.01219,-0.00466,1
-0.01041,-0.00369,1
-0.00881,-0.00241,1
-0.00722,-0.00114,1
-0.00562,0.00013,1
-0.00403,0.00140,1
-0.00243,0.00267,1
-0.00084,0.00394,1
0.00076,0.00521,1
0.00151,0.00683,1
0.00151,0.00683,0
0.03532,0.00798,0
0.03532,0.00798,1
0.03456,0.00701,1
0.03254,0.00729,1
0.03039,0.00702,1
0.02824,0.00675,1
0.02936,0.00768,1
0.02849,0.00699,1
0.03065,0.00678,1
0.03275,0.00716,1
0.03474,0.00694,1
0.03542,0.00798,1
0.03542,0.00798,0
-0.01987,-0.03928,0
-0.01987,-0.03928,1
-0.02174,-0.04003,1
-0.02360,-0.04077,1
-0.02547,-0.04152,1
-0.02733,-0.04226,1
-0.02920,-0.04301,1
-0.03103,-0.04382,1
-0.03283,-0.04472,1
-0.03463,-0.04561,1
-0.03642,-0.04651,1
-0.03822,-0.04741,1
-0.04000,-0.04833,1
-0.04173,-0.04936,1
-0.04346,-0.05038,1
-0.04518,-0.05141,1
-0.04691,-0.05244,1
-0.04863,-0.05346,1
-0.05036,-0.05449,1
-0.05209,-0.05552,1
-0.05381,-0.05654,1
-0.05554,-0.05757,1
-0.05405,-0.05669,1
-0.05232,-0.05567,1
-0.05059,-0.05465,1
-0.04887,-0.05363,1
-0.04714,-0.05261,1
-0.04541,-0.05158,1
-0.04368,-0.05056,1
-0.04195,-0.04954,1
-0.04022,-0.04852,1
-0.03845,-0.04758,1
-0.03665,-0.04668,1
-0.03486,-0.04578,1
-0.03306,-0.04488,1
-0.03126,-0.04398,1
-0.02945,-0.04313,1
-0.02759,-0.04238,1
-0.02572,-0.04163,1
-0.02386,-0.04088,1
-0.02200,-0.04013,1
-0.02013,-0.03938,1
-0.02136,-0.04017,1
-0.02308,-0.04121,1
-0.02480,-0.04224,1
-0.02652,-0.04328,1
-0.02824,-0.04432,1
-0.02996,-0.04535,1
-0.03168,-0.04639,1
-0.03340,-0.04742,1
-0.03512,-0.04846,1
-0.03684,-0.04950,1
-0.03856,-0.05053,1
-0.04028,-0.05157,1
-0.04188,-0.05278,1
-0.04347,-0.05401,1
-0.04507,-0.05523,1
-0.04666,-0.05645,1
-0.04826,-0.05767,1
-0.04684,-0.05663,1
-0.04522,-0.05544,1
-0.04361,-0.05425,1
-0.04199,-0.05306,1
-0.04037,-0.05186,1
-0.03876,-0.05067,1
-0.03705,-0.04962,1
-0.03532,-0.04859,1
-0.03359,-0.04757,1
-0.03187,-0.04655,1
-0.03014,-0.04552,1
-0.02841,-0.04450,1
-0.02668,-0.04348,1
-0.02495,-0.04245,1
-0.02323,-0.04143,1
-0.02150,-0.04041,1
-0.01977,-0.03938,1
-0.01977,-0.03938,0
0.05190,-0.02666,0
0.05190,-0.02666,1
0.05105,-0.02851,1
0.05020,-0.03037,1
0.04985,-0.03223,1
0.05066,-0.03411,1
0.05147,-0.03599,1
0.05228,-0.03787,1
0.05362,-0.03934,1
0.05531,-0.04037,1
0.05628,-0.04042,1
0.05429,-0.03999,1
0.05280,-0.03859,1
0.05185,-0.03681,1
0.05102,-0.03494,1
0.05020,-0.03307,1
0.05007,-0.03121,1
0.05094,-0.02936,1
0.05181,-0.02751,1
0.05208,-0.02819,1
0.05204,-0.03024,1
0.05200,-0.03228,1
0.05195,-0.03432,1
0.05191,-0.03637,1
0.05192,-0.03493,1
0.05194,-0.03289,1
0.05197,-0.03085,1
0.05199,-0.02880,1
0.05201,-0.02676,1
0.05201,-0.02676,0
-0.06328,-0.02666,0
-0.06328,-0.02666,1
-0.06529,-0.02702,1
-0.06731,-0.02739,1
-0.06932,-0.02776,1
-0.07134,-0.02813,1
-0.07327,-0.02880,1
-0.07520,-0.02948,1
-0.07714,-0.03016,1
-0.07907,-0.03083,1
-0.08100,-0.03151,1
-0.08285,-0.03239,1
-0.08463,-0.03340,1
-0.08641,-0.03441,1
-0.08805,-0.03561,1
-0.08957,-0.03699,1
-0.09108,-0.03837,1
-0.09260,-0.03975,1
-0.09425,-0.04094,1
-0.09598,-0.04204,1
-0.09771,-0.04314,1
-0.09763,-0.04310,1
-0.09589,-0.04201,1
-0.09415,-0.04093,1
-0.09249,-0.03975,1
-0.09098,-0.03837,1
-0.08946,-0.03699,1
-0.08795,-0.03561,1
-0.08630,-0.03441,1
-0.08452,-0.03340,1
-0.08273,-0.03240,1
-0.08091,-0.03148,1
-0.07897,-0.03080,1
-0.07704,-0.03013,1
-0.07511,-0.02945,1
-0.07317,-0.02877,1
-0.07124,-0.02810,1
-0.06922,-0.02774,1
-0.06720,-0.02738,1
-0.06519,-0.02702,1
-0.06317,-0.02666,1
-0.06317,-0.02666,0
-0.00057,-0.02593,0
-0.00057,-0.02593,1
-0.00183,-0.02732,1
-0.00214,-0.02933,1
-0.00245,-0.03135,1
-0.00277,-0.03336,1
-0.00343,-0.03520,1
-0.00478,-0.03672,1
-0.00613,-0.03825,1
-0.00728,-0.03993,1
-0.00839,-0.04163,1
-0.00950,-0.04334,1
-0.01061,-0.04504,1
-0.01173,-0.04675,1
-0.01284,-0.04845,1
-0.01395,-0.05016,1
-0.01506,-0.05186,1
-0.01647,-0.05323,1
-0.01829,-0.05414,1
-0.02011,-0.05505,1
-0.02193,-0.05596,1
-0.02376,-0.05687,1
-0.02544,-0.05771,1
-0.02361,-0.05683,1
-0.02178,-0.05594,1
-0.01994,-0.05505,1
-0.01811,-0.05417,1
-0.01628,-0.05328,1
-0.01498,-0.05179,1
-0.01386,-0.05009,1
-0.01275,-0.04838,1
-0.01163,-0.04668,1
-0.01052,-0.04498,1
-0.00940,-0.04327,1
-0.00829,-0.04157,1
-0.00717,-0.03987,1
-0.00601,-0.03821,1
-0.00465,-0.03668,1
-0.00330,-0.03516,1
-0.00274,-0.03327,1
-0.00243,-0.03126,1
-0.00212,-0.02925,1
-0.00181,-0.02724,1
-0.00047,-0.02593,1
-0.00047,-0.02593,0
0.02207,-0.01268,0
0.02207,-0.01268,1
0.02394,-0.01352,1
0.02582,-0.01436,1
0.02713,-0.01587,1
0.02828,-0.01758,1
0.02888,-0.01938,1
0.02836,-0.02137,1
0.02783,-0.02335,1
0.02731,-0.02534,1
0.02722,-0.02736,1
0.02659,-0.02925,1
0.02658,-0.02931,1
0.02722,-0.02742,1
0.02730,-0.02540,1
0.02782,-0.02341,1
0.02834,-0.02142,1
0.02887,-0.01943,1
0.02833,-0.01761,1
0.02721,-0.01589,1
0.02592,-0.01436,1
0.02405,-0.01352,1
0.02217,-0.01268,1
0.02217,-0.01268,0
-0.09071,-0.00923,0
-0.09071,-0.00923,1
-0.08876,-0.00966,1
-0.08680,-0.01008,1
-0.08484,-0.01051,1
-0.08288,-0.01093,1
-0.08096,-0.01149,1
-0.07906,-0.01215,1
-0.07717,-0.01281,1
-0.07528,-0.01347,1
-0.07339,-0.01414,1
-0.07149,-0.01480,1
-0.06960,-0.01546,1
-0.06771,-0.01612,1
-0.06582,-0.01678,1
-0.06392,-0.01744,1
-0.06203,-0.01810,1
-0.06014,-0.01876,1
-0.05818,-0.01916,1
-0.05620,-0.01948,1
-0.05422,-0.01979,1
-0.05224,-0.02010,1
-0.05026,-0.02041,1
-0.04827,-0.02031,1
-0.04629,-0.02005,1
-0.04432,-0.01969,1
-0.04240,-0.01910,1
-0.04049,-0.01851,1
-0.04042,-0.01845,1
-0.04236,-0.01895,1
-0.04430,-0.01945,1
-0.04624,-0.01995,1
-0.04818,-0.02045,1
-0.05017,-0.02034,1
-0.05217,-0.02017,1
-0.05417,-0.02000,1
-0.05615,-0.01972,1
-0.05809,-0.01922,1
-0.06003,-0.01871,1
-0.06197,-0.01821,1
-0.06389,-0.01764,1
-0.06577,-0.01696,1
-0.06766,-0.01628,1
-0.06955,-0.01560,1
-0.07143,-0.01493,1
-0.07332,-0.01425,1
-0.07521,-0.01357,1
-0.07709,-0.01289,1
-0.07898,-0.01222,1
-0.08087,-0.01154,1
-0.08278,-0.01095,1
-0.08474,-0.01052,1
-0.08669,-0.01009,1
-0.08865,-0.00966,1
-0.09061,-0.00923,1
-0.09061,-0.00923,0
0.00965,-0.00558,0
0.00965,-0.00558,1
0.01040,-0.00730,1
0.01169,-0.00865,1
0.01035,-0.00714,1
0.00979,-0.00560,1
0.01166,-0.00634,1
0.01309,-0.00777,1
0.01432,-0.00936,1
0.01535,-0.01110,1
0.01637,-0.01284,1
0.01735,-0.01452,1
0.01634,-0.01277,1
0.01533,-0.01102,1
0.01432,-0.00927,1
0.01310,-0.00768,1
0.01165,-0.00628,1
0.00975,-0.00558,1
0.00975,-0.00558,0
0.00475,-0.00287,0
0.00475,-0.00287,1
0.00444,-0.00485,1
0.00413,-0.00682,1
0.00424,-0.00880,1
0.00461,-0.01076,1
0.00380,-0.01184,1
0.00353,-0.00995,1
0.00376,-0.00796,1
0.00400,-0.00598,1
0.00401,-0.00592,1
0.00377,-0.00791,1
0.00353,-0.00990,1
0.00371,-0.01182,1
0.00461,-0.01087,1
0.00419,-0.00891,1
0.00418,-0.00694,1
0.00446,-0.00495,1
0.00475,-0.00297,1
0.00475,-0.00297,0
0.00162,0.00068,0
0.00162,0.00068,1
-0.00012,-0.00035,1
-0.00161,-0.00169,1
-0.00297,-0.00317,1
-0.00434,-0.00466,1
-0.00571,-0.00614,1
-0.00708,-0.00762,1
-0.00845,-0.00911,1
-0.00865,-0.00934,1
-0.00727,-0.00786,1
-0.00590,-0.00638,1
-0.00452,-0.00491,1
-0.00314,-0.00343,1
-0.00177,-0.00196,1
-0.00034,-0.00054,1
0.00137,0.00053,1
0.00158,-0.00037,1
0.00032,-0.00195,1
-0.00110,-0.00337,1
-0.00264,-0.00468,1
-0.00417,-0.00599,1
-0.00570,-0.00731,1
-0.00723,-0.00862,1
-0.00877,-0.00994,1
-0.00753,-0.00890,1
-0.00599,-0.00760,1
-0.00445,-0.00630,1
-0.00290,-0.00499,1
-0.00136,-0.00369,1
0.00010,-0.00231,1
0.00136,-0.00074,1
0.00172,0.00068,1
0.00172,0.00068,0
0.00621,0.00370,0
0.00621,0.00370,1
0.00570,0.00173,1
0.00519,-0.00025,1
0.00469,-0.00222,1
0.00418,-0.00420,1
0.00367,-0.00618,1
0.00318,-0.00815,1
0.00311,-0.01019,1
0.00352,-0.01212,1
0.00302,-0.01397,1
0.00217,-0.01582,1
0.00144,-0.01771,1
0.00112,-0.01973,1
0.00080,-0.02174,1
0.00048,-0.02376,1
0.00016,-0.02577,1
0.00047,-0.02386,1
0.00079,-0.02184,1
0.00111,-0.01983,1
0.00143,-0.01781,1
0.00213,-0.01591,1
0.00298,-0.01406,1
0.00356,-0.01221,1
0.00311,-0.01029,1
0.00318,-0.00826,1
0.00365,-0.00628,1
0.00416,-0.00430,1
0.00467,-0.00233,1
0.00518,-0.00035,1
0.00570,0.00162,1
0.00621,0.00360,1
0.00621,0.00360,0
0.03824,0.00548,0
0.03824,0.00548,1
0.03714,0.00367,1
0.03598,0.00193,1
0.03417,0.00083,1
0.03415,0.00066,1
0.03585,0.00180,1
0.03709,0.00351,1
0.03833,0.00522,1
0.03778,0.00357,1
0.03704,0.00159,1
0.03580,-0.00005,1
0.03427,-0.00152,1
0.03423,-0.00137,1
0.03592,-0.00031,1
0.03701,0.00147,1
0.03767,0.00347,1
0.03834,0.00548,1
0.03834,0.00548,0
-0.07360,0.01445,0
-0.07360,0.01445,1
-0.07207,0.01316,1
-0.07053,0.01188,1
-0.06899,0.01059,1
-0.06746,0.00931,1
-0.06592,0.00803,1
-0.06438,0.00674,1
-0.06284,0.00546,1
-0.06131,0.00417,1
-0.05977,0.00289,1
-0.05823,0.00160,1
-0.05670,0.00032,1
-0.05516,-0.00097,1
-0.05362,-0.00225,1
-0.05196,-0.00336,1
-0.05025,-0.00442,1
-0.04855,-0.00547,1
-0.04685,-0.00653,1
-0.04509,-0.00747,1
-0.04324,-0.00824,1
-0.04139,-0.00902,1
-0.03954,-0.00979,1
-0.03770,-0.01057,1
-0.03648,-0.01118,1
-0.03847,-0.01099,1
-0.04046,-0.01080,1
-0.04246,-0.01060,1
-0.04442,-0.01026,1
-0.04635,-0.00970,1
-0.04827,-0.00913,1
-0.05019,-0.00857,1
-0.05086,-0.00837,1
-0.04894,-0.00894,1
-0.04701,-0.00950,1
-0.04509,-0.01007,1
-0.04315,-0.01053,1
-0.04115,-0.01071,1
-0.03916,-0.01088,1
-0.03716,-0.01106,1
-0.03566,-0.01113,1
-0.03753,-0.01042,1
-0.03940,-0.00970,1
-0.04128,-0.00899,1
-0.04315,-0.00828,1
-0.04498,-0.00748,1
-0.04669,-0.00645,1
-0.04841,-0.00541,1
-0.05013,-0.00438,1
-0.05184,-0.00335,1
-0.05352,-0.00225,1
-0.05505,-0.00097,1
-0.05659,0.00032,1
-0.05813,0.00160,1
-0.05967,0.00289,1
-0.06120,0.00417,1
-0.06274,0.00546,1
-0.06428,0.00674,1
-0.06581,0.00803,1
-0.06735,0.00931,1
-0.06889,0.01059,1
-0.07043,0.01188,1
-0.07196,0.01316,1
-0.07350,0.01445,1
-0.07350,0.01445,0
0.05514,0.01914,0
0.05514,0.01914,1
0.05684,0.01800,1
0.05855,0.01685,1
0.06025,0.01570,1
0.06210,0.01483,1
0.06402,0.01411,1
0.06595,0.01339,1
0.06788,0.01268,1
0.06980,0.01196,1
0.07162,0.01112,1
0.07025,0.01074,1
0.06820,0.01081,1
0.06614,0.01087,1
0.06453,0.01014,1
0.06279,0.01124,1
0.06108,0.01215,1
0.05938,0.01145,1
0.05734,0.01175,1
0.05599,0.01295,1
0.05567,0.01498,1
0.05535,0.01701,1
0.05503,0.01904,1
0.05503,0.01904,0
-0.00078,0.02050,0
-0.00078,0.02050,1
0.00047,0.01929,1
0.00037,0.01785,1
-0.00072,0.01609,1
-0.00180,0.01433,1
-0.00319,0.01283,1
-0.00478,0.01150,1
-0.00657,0.01053,1
-0.00850,0.00977,1
-0.00825,0.00986,1
-0.00632,0.01060,1
-0.00454,0.01161,1
-0.00294,0.01292,1
-0.00168,0.01453,1
-0.00062,0.01630,1
0.00044,0.01808,1
0.00063,0.01948,1
-0.00068,0.02050,1
-0.00068,0.02050,0
0.04011,0.03073,0
0.04011,0.03073,1
0.04063,0.03049,1
0.04194,0.02875,1
0.04096,0.02921,1
0.04095,0.02796,1
0.04129,0.02892,1
0.04163,0.02908,1
0.04022,0.03073,1
0.04022,0.03073,0
0.03876,0.03073,0
0.03876,0.03073,1
0.03802,0.02902,1
0.03924,0.02734,1
0.04067,0.02779,1
0.03924,0.02734,1
0.03798,0.02911,1
0.03884,0.03029,1
0.03886,0.03062,1
0.03886,0.03062,0
0.01372,0.03886,0
0.01372,0.03886,1
0.01218,0.03750,1
0.01071,0.03607,1
0.00956,0.03437,1
0.00865,0.03291,1
0.01034,0.03408,1
0.01144,0.03378,1
0.01053,0.03194,1
0.00962,0.03009,1
0.00872,0.02824,1
0.00875,0.02839,1
0.00959,0.03027,1
0.01043,0.03214,1
0.01127,0.03402,1
0.01025,0.03410,1
0.00860,0.03288,1
0.00961,0.03440,1
0.01079,0.03609,1
0.01229,0.03749,1
0.01382,0.03886,1
0.01382,0.03886,0
0.02906,0.04178,0
0.02906,0.04178,1
0.03101,0.04120,1
0.03289,0.04042,1
0.03464,0.03936,1
0.03639,0.03831,1
0.03781,0.03941,1
0.03954,0.04008,1
0.04157,0.03994,1
0.04349,0.03923,1
0.04359,0.03920,1
0.04167,0.03990,1
0.03964,0.04007,1
0.03790,0.03947,1
0.03652,0.03829,1
0.03479,0.03937,1
0.03305,0.04045,1
0.03111,0.04108,1
0.02916,0.04168,1
0.02916,0.04168,0
0.05243,-0.04053,0
0.05243,-0.04053,1
0.05281,-0.04241,1
0.05307,-0.04294,1
0.05274,-0.04083,1
0.05438,-0.04104,1
0.05663,-0.04087,1
0.05473,-0.04113,1
0.05253,-0.04053,1
0.05253,-0.04053,0
0.02321,-0.02467,0
0.02321,-0.02467,1
0.02352,-0.02611,1
0.02260,-0.02803,1
0.02133,-0.02926,1
0.01922,-0.02891,1
0.02050,-0.02932,1
0.02237,-0.02945,1
0.02348,-0.02763,1
0.02488,-0.02875,1
0.02553,-0.02947,1
0.02409,-0.02790,1
0.02385,-0.02611,1
0.02332,-0.02467,1
0.02332,-0.02467,0
0.00256,0.01998,0
0.00256,0.01998,1
0.00235,0.01796,1
0.00215,0.01594,1
0.00195,0.01392,1
0.00175,0.01190,1
0.00155,0.00988,1
0.00080,0.00830,1
-0.00112,0.00766,1
-0.00305,0.00702,1
-0.00498,0.00643,1
-0.00699,0.00669,1
-0.00885,0.00736,1
-0.01046,0.00848,1
-0.00889,0.00724,1
-0.00696,0.00662,1
-0.00496,0.00651,1
-0.00296,0.00672,1
-0.00107,0.00747,1
0.00081,0.00822,1
0.00163,0.00977,1
0.00181,0.01179,1
0.00200,0.01381,1
0.00219,0.01583,1
0.00237,0.01785,1
0.00256,0.01987,1
0.00256,0.01987,0
-0.07433,-0.03563,0
-0.07433,-0.03563,1
-0.07630,-0.03619,1
-0.07827,-0.03675,1
-0.08024,-0.03731,1
-0.08220,-0.03786,1
-0.08414,-0.03850,1
-0.08603,-0.03928,1
-0.08792,-0.04007,1
-0.08981,-0.04085,1
-0.09170,-0.04164,1
-0.09358,-0.04242,1
-0.09472,-0.04400,1
-0.09561,-0.04585,1
-0.09650,-0.04769,1
-0.09739,-0.04953,1
-0.09827,-0.05137,1
-0.09995,-0.05230,1
-0.09821,-0.05135,1
-0.09731,-0.04951,1
-0.09642,-0.04767,1
-0.09552,-0.04583,1
-0.09462,-0.04400,1
-0.09348,-0.04242,1
-0.09159,-0.04163,1
-0.08971,-0.04084,1
-0.08782,-0.04004,1
-0.08594,-0.03925,1
-0.08405,-0.03846,1
-0.08211,-0.03784,1
-0.08014,-0.03729,1
-0.07817,-0.03673,1
-0.07620,-0.03618,1
-0.07423,-0.03563,1
-0.07423,-0.03563,0
0.00026,-0.02613,0
0.00026,-0.02613,1
-0.00018,-0.02790,1
-0.00030,-0.02648,1
-0.00079,-0.02732,1
0.00081,-0.02848,1
0.00264,-0.02945,1
0.00447,-0.03041,1
0.00426,-0.03023,1
0.00249,-0.02917,1
0.00071,-0.02811,1
0.00026,-0.02624,1
0.00026,-0.02624,0
-0.05180,-0.00809,0
-0.05180,-0.00809,1
-0.05006,-0.00912,1
-0.04832,-0.01016,1
-0.04658,-0.01119,1
-0.04484,-0.01223,1
-0.04298,-0.01298,1
-0.04103,-0.01353,1
-0.03908,-0.01408,1
-0.03713,-0.01463,1
-0.03517,-0.01505,1
-0.03314,-0.01493,1
-0.03112,-0.01481,1
-0.02915,-0.01442,1
-0.02720,-0.01385,1
-0.02526,-0.01328,1
-0.02520,-0.01325,1
-0.02715,-0.01380,1
-0.02910,-0.01435,1
-0.03105,-0.01487,1
-0.03308,-0.01484,1
-0.03510,-0.01481,1
-0.03713,-0.01478,1
-0.03908,-0.01436,1
-0.04097,-0.01365,1
-0.04286,-0.01293,1
-0.04476,-0.01221,1
-0.04661,-0.01141,1
-0.04831,-0.01030,1
-0.05000,-0.00919,1
-0.05170,-0.00809,1
-0.05170,-0.00809,0
0.03406,0.00683,0
0.03406,0.00683,1
0.03374,0.00620,1
0.03547,0.00516,1
0.03407,0.00601,1
0.03458,0.00601,1
0.03640,0.00513,1
0.03585,0.00561,1
0.03417,0.00673,1
0.03417,0.00673,0
0.01946,0.00861,0
0.01946,0.00861,1
0.01859,0.00675,1
0.01804,0.00566,1
0.01877,0.00758,1
0.01884,0.00702,1
0.01984,0.00782,1
0.02007,0.00785,1
0.02058,0.00758,1
0.02113,0.00717,1
0.01956,0.00850,1
0.01956,0.00850,0
0.03406,0.01528,0
0.03406,0.01528,1
0.03190,0.01496,1
0.03125,0.01334,1
0.03125,0.01315,1
0.03182,0.01484,1
0.03399,0.01513,1
0.03584,0.01452,1
0.03704,0.01325,1
0.03554,0.01484,1
0.03417,0.01528,1
0.03417,0.01528,0
0.00548,0.02447,0
0.00548,0.02447,1
0.00485,0.02245,1
0.00421,0.02044,1
0.00388,0.01989,1
0.00407,0.02199,1
0.00397,0.02324,1
0.00308,0.02138,1
0.00277,0.01929,1
0.00246,0.01720,1
0.00215,0.01512,1
0.00244,0.01712,1
0.00276,0.01921,1
0.00307,0.02129,1
0.00395,0.02315,1
0.00407,0.02189,1
0.00388,0.01979,1
0.00421,0.02034,1
0.00485,0.02235,1
0.00548,0.02436,1
0.00548,0.02436,0
-0.06401,-0.05420,0
-0.06401,-0.05420,1
-0.06603,-0.05464,1
-0.06806,-0.05507,1
-0.07004,-0.05566,1
-0.07194,-0.05650,1
-0.07384,-0.05733,1
-0.07335,-0.05712,1
-0.07145,-0.05628,1
-0.06955,-0.05545,1
-0.06754,-0.05498,1
-0.06551,-0.05455,1
-0.06407,-0.05439,1
-0.06577,-0.05557,1
-0.06747,-0.05675,1
-0.06863,-0.05758,1
-0.06685,-0.05651,1
-0.06507,-0.05544,1
-0.06390,-0.05420,1
-0.06390,-0.05420,0
0.02280,-0.02426,0
0.02280,-0.02426,1
0.02137,-0.02603,1
0.02044,-0.02822,1
0.02182,-0.02657,1
0.02234,-0.02536,1
0.02290,-0.02426,1
0.02290,-0.02426,0
0.02624,-0.01299,0
0.02624,-0.01299,1
0.02590,-0.01341,1
0.02686,-0.01398,1
0.02707,-0.01440,1
0.02634,-0.01299,1
0.02634,-0.01299,0
0.10000,-0.00715,0
0.10000,-0.00715,1
0.09992,-0.00917,1
0.09955,-0.01115,1
0.09906,-0.01312,1
0.09857,-0.01509,1
0.09809,-0.01705,1
0.09760,-0.01902,1
0.09711,-0.02099,1
0.09617,-0.02236,1
0.09415,-0.02228,1
0.09240,-0.02329,1
0.09225,-0.02338,1
0.09400,-0.02236,1
0.09601,-0.02227,1
0.09711,-0.02114,1
0.09752,-0.01915,1
0.09793,-0.01717,1
0.09835,-0.01519,1
0.09876,-0.01320,1
0.09917,-0.01122,1
0.09959,-0.00923,1
0.10000,-0.00725,1
0.10000,-0.00725,0
0.02280,0.00423,0
0.02280,0.00423,1
0.02176,0.00246,1
0.02036,0.00132,1
0.02186,0.00250,1
0.02262,0.00351,1
0.02290,0.00412,1
0.02290,0.00412,0
0.02749,0.04471,0
0.02749,0.04471,1
0.02547,0.04429,1
0.02344,0.04388,1
0.02437,0.04411,1
0.02638,0.04459,1
0.02845,0.04464,1
0.03051,0.04468,1
0.03256,0.04456,1
0.03458,0.04413,1
0.03660,0.04370,1
0.03850,0.04289,1
0.04038,0.04204,1
0.03961,0.04230,1
0.03768,0.04305,1
0.03575,0.04380,1
0.03378,0.04433,1
0.03172,0.04446,1
0.02966,0.04458,1
0.02760,0.04471,1
0.02760,0.04471,0
-0.02760,0.05639,0
-0.02760,0.05639,1
-0.02625,0.05515,1
-0.02419,0.05523,1
-0.02528,0.05401,1
-0.02679,0.05261,1
-0.02831,0.05154,1
-0.02948,0.05310,1
-0.02916,0.05493,1
-0.02770,0.05639,1
-0.02770,0.05639,0
0.06129,-0.05159,0
0.06129,-0.05159,1
0.06043,-0.05311,1
0.06159,-0.05184,1
0.06149,-0.05372,1
0.06112,-0.05577,1
0.06079,-0.05767,1
0.06124,-0.05564,1
0.06169,-0.05360,1
0.06140,-0.05159,1
0.06140,-0.05159,0
0.00548,-0.04825,0
0.00548,-0.04825,1
0.00466,-0.05012,1
0.00384,-0.05198,1
0.00303,-0.05385,1
0.00221,-0.05571,1
0.00143,-0.05750,1
0.00222,-0.05562,1
0.00301,-0.05375,1
0.00381,-0.05187,1
0.00460,-0.04999,1
0.00485,-0.05079,1
0.00513,-0.05264,1
0.00486,-0.05238,1
0.00517,-0.05037,1
0.00548,-0.04836,1
0.00548,-0.04836,0
0.06046,-0.04815,0
0.06046,-0.04815,1
0.06091,-0.05022,1
0.06272,-0.05140,1
0.06309,-0.05347,1
0.06334,-0.05563,1
0.06359,-0.05772,1
0.06332,-0.05557,1
0.06305,-0.05342,1
0.06278,-0.05127,1
0.06102,-0.05015,1
0.06056,-0.04815,1
0.06056,-0.04815,0
0.01341,-0.03271,0
0.01341,-0.03271,1
0.01212,-0.03459,1
0.01192,-0.03631,1
0.01256,-0.03421,1
0.01210,-0.03644,1
0.01248,-0.03467,1
0.01351,-0.03271,1
0.01351,-0.03271,0
0.07246,-0.02801,0
0.07246,-0.02801,1
0.07370,-0.02970,1
0.07494,-0.03138,1
0.07618,-0.03307,1
0.07741,-0.03475,1
0.07920,-0.03447,1
0.07919,-0.03438,1
0.07734,-0.03459,1
0.07610,-0.03290,1
0.07485,-0.03122,1
0.07361,-0.02954,1
0.07283,-0.02831,1
0.07453,-0.02952,1
0.07624,-0.03073,1
0.07794,-0.03194,1
0.07965,-0.03315,1
0.08109,-0.03418,1
0.07938,-0.03297,1
0.07768,-0.03175,1
0.07597,-0.03054,1
0.07427,-0.02933,1
0.07256,-0.02812,1
0.07256,-0.02812,0
-0.09489,-0.01362,0
-0.09489,-0.01362,1
-0.09689,-0.01390,1
-0.09890,-0.01419,1
-0.09910,-0.01422,1
-0.09709,-0.01393,1
-0.09509,-0.01364,1
-0.09306,-0.01365,1
-0.09104,-0.01368,1
-0.08901,-0.01371,1
-0.08703,-0.01408,1
-0.08505,-0.01453,1
-0.08308,-0.01497,1
-0.08110,-0.01542,1
-0.07912,-0.01586,1
-0.07882,-0.01592,1
-0.08079,-0.01544,1
-0.08276,-0.01497,1
-0.08473,-0.01449,1
-0.08670,-0.01402,1
-0.08871,-0.01386,1
-0.09074,-0.01378,1
-0.09276,-0.01370,1
-0.09478,-0.01362,1
-0.09478,-0.01362,0
0.02895,-0.00287,0
0.02895,-0.00287,1
0.02838,-0.00414,1
0.02644,-0.00503,1
0.02435,-0.00494,1
0.02471,-0.00394,1
0.02678,-0.00341,1
0.02885,-0.00287,1
0.02885,-0.00287,0
-0.00016,0.00516,0
-0.00016,0.00516,1
-0.00167,0.00382,1
-0.00319,0.00248,1
-0.00471,0.00114,1
-0.00623,-0.00020,1
-0.00605,0.00136,1
-0.00464,0.00281,1
-0.00322,0.00427,1
-0.00331,0.00420,1
-0.00474,0.00277,1
-0.00612,0.00131,1
-0.00617,-0.00015,1
-0.00464,0.00118,1
-0.00311,0.00251,1
-0.00158,0.00384,1
-0.00005,0.00516,1
